PID,category,subcategory,date
OFF_BI10003527,Office Supplies,Binders,3/16/2012
FUR_FU10001290,Furniture,Furnishings,11/27/2014
TEC_AC10002399,Technology,Accessories,11/27/2014
OFF_AR10002053,Office Supplies,Art,10/21/2013
OFF_AR10003811,Office Supplies,Art,12/22/2014
OFF_AR10001246,Office Supplies,Art,12/22/2014
TEC_CO10003236,Technology,Copiers,1/23/2014
OFF_ST10004507,Office Supplies,Storage,1/23/2014
OFF_PA10001667,Office Supplies,Paper,1/23/2014
OFF_ST10004459,Office Supplies,Storage,1/23/2014
TEC_AC10000171,Technology,Accessories,3/22/2012
OFF_ST10000736,Office Supplies,Storage,3/22/2012
OFF_BI10000285,Office Supplies,Binders,3/22/2012
FUR_TA10001857,Furniture,Tables,1/24/2014
TEC_PH10003555,Technology,Phones,5/22/2013
TEC_AC10003832,Technology,Accessories,5/22/2013
OFF_FA10002815,Office Supplies,Fasteners,12/26/2012
FUR_CH10003379,Furniture,Chairs,10/22/2014
FUR_FU10001756,Furniture,Furnishings,10/22/2014
OFF_ST10004963,Office Supplies,Storage,3/9/2012
OFF_SU10002881,Office Supplies,Supplies,3/9/2012
OFF_EN10001335,Office Supplies,Envelopes,3/9/2012
FUR_CH10000595,Furniture,Chairs,7/11/2012
FUR_FU10000448,Furniture,Furnishings,8/9/2014
TEC_PH10000984,Technology,Phones,2/6/2013
OFF_BI10002557,Office Supplies,Binders,2/6/2013
OFF_ST10001325,Office Supplies,Storage,7/17/2013
OFF_BI10002429,Office Supplies,Binders,4/9/2014
OFF_BI10004528,Office Supplies,Binders,3/12/2012
OFF_AP10001271,Office Supplies,Appliances,7/12/2012
FUR_CH10002647,Furniture,Chairs,7/12/2012
TEC_AC10001432,Technology,Accessories,2/2/2011
TEC_PH10002262,Technology,Phones,7/15/2013
OFF_ST10001809,Office Supplies,Storage,12/18/2012
TEC_AC10001465,Technology,Accessories,5/16/2011
TEC_PH10002597,Technology,Phones,5/16/2011
FUR_FU10000723,Furniture,Furnishings,5/16/2011
OFF_BI10000404,Office Supplies,Binders,11/20/2014
OFF_PA10002986,Office Supplies,Paper,11/20/2014
OFF_ST10000604,Office Supplies,Storage,11/15/2012
OFF_BI10004738,Office Supplies,Binders,11/15/2012
OFF_SU10001935,Office Supplies,Supplies,11/15/2012
FUR_CH10002024,Furniture,Chairs,4/16/2013
FUR_FU10003039,Furniture,Furnishings,9/13/2014
OFF_FA10004248,Office Supplies,Fasteners,11/25/2014
OFF_ST10001780,Office Supplies,Storage,4/7/2014
OFF_AR10003560,Office Supplies,Art,3/3/2011
OFF_LA10001297,Office Supplies,Labels,6/16/2013
FUR_TA10004256,Furniture,Tables,6/16/2013
OFF_PA10003441,Office Supplies,Paper,6/16/2013
FUR_FU10003347,Furniture,Furnishings,11/21/2014
OFF_BI10000069,Office Supplies,Binders,11/21/2014
OFF_AP10003914,Office Supplies,Appliances,9/14/2011
FUR_FU10004020,Furniture,Furnishings,9/14/2011
OFF_FA10003467,Office Supplies,Fasteners,7/12/2012
OFF_LA10000634,Office Supplies,Labels,7/12/2012
TEC_PH10002496,Technology,Phones,8/12/2014
OFF_PA10004530,Office Supplies,Paper,2/10/2014
OFF_BI10001107,Office Supplies,Binders,2/10/2014
OFF_PA10004451,Office Supplies,Paper,2/10/2014
FUR_CH10004997,Furniture,Chairs,2/10/2014
OFF_LA10001297,Office Supplies,Labels,12/29/2014
OFF_FA10000585,Office Supplies,Fasteners,12/29/2014
OFF_BI10001922,Office Supplies,Binders,12/29/2014
TEC_PH10000347,Technology,Phones,12/29/2014
OFF_AR10003394,Office Supplies,Art,4/11/2013
OFF_PA10004530,Office Supplies,Paper,9/18/2012
OFF_PA10001450,Office Supplies,Paper,9/18/2012
OFF_SU10001574,Office Supplies,Supplies,9/18/2012
OFF_ST10002974,Office Supplies,Storage,7/21/2014
FUR_FU10001475,Furniture,Furnishings,7/21/2014
OFF_SU10004498,Office Supplies,Supplies,9/14/2012
TEC_PH10004977,Technology,Phones,2/12/2014
TEC_PH10000586,Technology,Phones,2/12/2014
OFF_AP10000358,Office Supplies,Appliances,2/12/2014
OFF_BI10002764,Office Supplies,Binders,2/12/2014
TEC_PH10001254,Technology,Phones,2/12/2014
FUR_CH10003956,Furniture,Chairs,3/7/2012
OFF_LA10003930,Office Supplies,Labels,3/7/2012
TEC_PH10003800,Technology,Phones,3/21/2013
OFF_PA10002005,Office Supplies,Paper,3/21/2013
OFF_BI10002498,Office Supplies,Binders,3/21/2013
OFF_PA10004101,Office Supplies,Paper,3/21/2013
OFF_AR10004078,Office Supplies,Art,1/14/2011
TEC_AC10001266,Technology,Accessories,1/14/2011
OFF_AP10004708,Office Supplies,Appliances,8/8/2011
TEC_CO10004115,Technology,Copiers,8/8/2011
TEC_PH10002398,Technology,Phones,8/8/2011
FUR_FU10001979,Furniture,Furnishings,8/8/2011
OFF_SU10004115,Office Supplies,Supplies,7/15/2013
TEC_PH10001425,Technology,Phones,7/17/2013
TEC_PH10003963,Technology,Phones,7/17/2013
OFF_SU10001574,Office Supplies,Supplies,7/17/2013
OFF_ST10001490,Office Supplies,Storage,3/15/2011
FUR_FU10001756,Furniture,Furnishings,3/15/2011
OFF_BI10000773,Office Supplies,Binders,3/15/2011
OFF_BI10001543,Office Supplies,Binders,3/15/2011
OFF_PA10002120,Office Supplies,Paper,3/15/2011
OFF_BI10000848,Office Supplies,Binders,5/23/2011
OFF_AR10001246,Office Supplies,Art,5/23/2011
TEC_PH10003092,Technology,Phones,5/23/2011
TEC_PH10003012,Technology,Phones,2/5/2013
OFF_LA10004345,Office Supplies,Labels,2/5/2013
OFF_PA10001204,Office Supplies,Paper,9/14/2013
TEC_PH10004667,Technology,Phones,9/14/2013
TEC_PH10000011,Technology,Phones,11/15/2014
OFF_BI10002949,Office Supplies,Binders,11/15/2014
FUR_FU10003849,Furniture,Furnishings,8/19/2014
FUR_FU10000010,Furniture,Furnishings,8/19/2014
OFF_BI10002824,Office Supplies,Binders,8/19/2014
TEC_PH10002538,Technology,Phones,8/19/2014
FUR_FU10000521,Furniture,Furnishings,8/19/2014
OFF_BI10002103,Office Supplies,Binders,12/26/2011
FUR_CH10004853,Furniture,Chairs,3/12/2012
OFF_AP10000179,Office Supplies,Appliances,3/12/2012
OFF_ST10001272,Office Supplies,Storage,3/12/2012
OFF_AR10004042,Office Supplies,Art,3/12/2012
FUR_FU10000221,Furniture,Furnishings,9/16/2014
OFF_AP10001563,Office Supplies,Appliances,5/20/2014
OFF_BI10000605,Office Supplies,Binders,12/18/2014
OFF_PA10002615,Office Supplies,Paper,12/18/2014
OFF_ST10001963,Office Supplies,Storage,12/12/2013
TEC_AC10001267,Technology,Accessories,12/12/2013
TEC_PH10002103,Technology,Phones,12/12/2013
TEC_AC10002857,Technology,Accessories,9/25/2014
OFF_LA10003930,Office Supplies,Labels,9/25/2014
FUR_CH10001482,Furniture,Chairs,4/10/2012
OFF_BI10001989,Office Supplies,Binders,8/16/2013
OFF_AP10003287,Office Supplies,Appliances,8/16/2013
FUR_FU10000576,Furniture,Furnishings,5/21/2013
OFF_BI10004728,Office Supplies,Binders,5/21/2013
FUR_FU10000732,Furniture,Furnishings,12/19/2013
OFF_ST10000585,Office Supplies,Storage,4/8/2014
OFF_LA10002787,Office Supplies,Labels,4/8/2014
TEC_AC10003832,Technology,Accessories,6/16/2014
OFF_PA10001934,Office Supplies,Paper,7/22/2014
OFF_AP10002457,Office Supplies,Appliances,12/31/2014
OFF_FA10003112,Office Supplies,Fasteners,2/4/2013
OFF_AP10002350,Office Supplies,Appliances,2/4/2013
FUR_FU10001935,Furniture,Furnishings,12/12/2013
TEC_PH10003273,Technology,Phones,12/12/2013
TEC_AC10001142,Technology,Accessories,12/12/2013
OFF_PA10000482,Office Supplies,Paper,10/24/2013
OFF_PA10003892,Office Supplies,Paper,6/20/2014
TEC_AC10001101,Technology,Accessories,6/20/2014
OFF_AP10002439,Office Supplies,Appliances,8/23/2013
OFF_BI10002827,Office Supplies,Binders,8/23/2013
OFF_EN10002230,Office Supplies,Envelopes,8/23/2013
FUR_CH10001215,Furniture,Chairs,9/20/2013
OFF_BI10004654,Office Supplies,Binders,9/20/2013
OFF_ST10001490,Office Supplies,Storage,8/24/2012
OFF_ST10001511,Office Supplies,Storage,8/24/2012
FUR_TA10001768,Furniture,Tables,8/24/2012
OFF_BI10003981,Office Supplies,Binders,8/24/2012
OFF_ST10001522,Office Supplies,Storage,3/27/2013
OFF_FA10000621,Office Supplies,Fasteners,5/11/2013
OFF_SU10004231,Office Supplies,Supplies,9/6/2014
OFF_PA10000474,Office Supplies,Paper,9/6/2014
TEC_PH10004042,Technology,Phones,9/6/2014
FUR_FU10003096,Furniture,Furnishings,12/24/2011
FUR_FU10002759,Furniture,Furnishings,6/14/2014
FUR_TA10000688,Furniture,Tables,6/14/2014
OFF_PA10002377,Office Supplies,Paper,6/14/2014
OFF_AR10001954,Office Supplies,Art,6/16/2014
OFF_AP10004532,Office Supplies,Appliances,6/12/2014
OFF_PA10002137,Office Supplies,Paper,6/12/2014
TEC_AC10003832,Technology,Accessories,6/12/2014
OFF_AP10000804,Office Supplies,Appliances,3/19/2014
TEC_AC10003614,Technology,Accessories,3/19/2014
FUR_FU10003553,Furniture,Furnishings,3/19/2014
OFF_BI10004632,Office Supplies,Binders,3/19/2014
OFF_BI10003305,Office Supplies,Binders,11/20/2013
OFF_ST10002583,Office Supplies,Storage,11/20/2013
OFF_ST10004507,Office Supplies,Storage,11/20/2013
TEC_MA10004125,Technology,Machines,5/11/2014
OFF_AP10002457,Office Supplies,Appliances,5/11/2014
TEC_AC10003911,Technology,Accessories,5/7/2011
OFF_LA10001934,Office Supplies,Labels,5/7/2011
OFF_PA10000304,Office Supplies,Paper,5/7/2011
FUR_BO10004015,Furniture,Bookcases,12/26/2014
FUR_FU10004071,Furniture,Furnishings,6/21/2011
TEC_PH10002033,Technology,Phones,6/21/2011
OFF_ST10002444,Office Supplies,Storage,6/21/2011
TEC_AC10002253,Technology,Accessories,2/4/2012
OFF_PA10000743,Office Supplies,Paper,2/4/2012
OFF_AR10003373,Office Supplies,Art,5/14/2012
OFF_LA10002312,Office Supplies,Labels,5/14/2012
OFF_EN10000927,Office Supplies,Envelopes,5/14/2012
OFF_LA10003510,Office Supplies,Labels,5/14/2012
OFF_AR10001118,Office Supplies,Art,5/14/2012
OFF_BI10001575,Office Supplies,Binders,5/14/2012
OFF_BI10001982,Office Supplies,Binders,5/14/2012
FUR_FU10002960,Furniture,Furnishings,3/9/2014
FUR_FU10003394,Furniture,Furnishings,5/11/2013
FUR_TA10002774,Furniture,Tables,4/14/2012
OFF_PA10001800,Office Supplies,Paper,9/17/2011
OFF_AP10001469,Office Supplies,Appliances,9/17/2011
TEC_AC10002399,Technology,Accessories,9/17/2011
TEC_AC10003628,Technology,Accessories,2/12/2011
FUR_BO10003272,Furniture,Bookcases,2/12/2011
OFF_BI10000050,Office Supplies,Binders,2/12/2011
OFF_PA10004071,Office Supplies,Paper,5/4/2011
OFF_EN10001219,Office Supplies,Envelopes,4/9/2014
OFF_AP10001154,Office Supplies,Appliances,5/20/2014
TEC_PH10003012,Technology,Phones,5/20/2014
TEC_AC10001606,Technology,Accessories,5/20/2014
OFF_BI10003355,Office Supplies,Binders,1/7/2011
FUR_FU10000010,Furniture,Furnishings,1/15/2011
FUR_FU10002253,Furniture,Furnishings,9/25/2014
OFF_BI10001658,Office Supplies,Binders,2/6/2011
FUR_FU10000246,Furniture,Furnishings,2/6/2011
OFF_PA10004092,Office Supplies,Paper,2/13/2013
FUR_TA10000198,Furniture,Tables,12/16/2013
OFF_ST10000036,Office Supplies,Storage,12/16/2013
FUR_FU10000222,Furniture,Furnishings,7/10/2011
OFF_SU10004664,Office Supplies,Supplies,7/13/2013
OFF_EN10001141,Office Supplies,Envelopes,9/17/2014
TEC_PH10002170,Technology,Phones,9/17/2014
OFF_PA10001954,Office Supplies,Paper,4/12/2013
FUR_TA10002228,Furniture,Tables,4/12/2013
OFF_ST10004634,Office Supplies,Storage,4/12/2013
FUR_CH10002965,Furniture,Chairs,4/12/2013
OFF_LA10001317,Office Supplies,Labels,4/12/2013
OFF_ST10000736,Office Supplies,Storage,1/22/2014
TEC_AC10003610,Technology,Accessories,1/22/2014
OFF_BI10003982,Office Supplies,Binders,1/22/2014
OFF_BI10003291,Office Supplies,Binders,1/22/2014
FUR_BO10001619,Furniture,Bookcases,1/22/2014
OFF_BI10000138,Office Supplies,Binders,1/22/2014
TEC_AC10001383,Technology,Accessories,8/9/2011
OFF_LA10003223,Office Supplies,Labels,5/1/2011
OFF_ST10002743,Office Supplies,Storage,5/1/2011
OFF_BI10004094,Office Supplies,Binders,5/1/2011
OFF_SU10004498,Office Supplies,Supplies,2/9/2013
OFF_PA10002615,Office Supplies,Paper,2/9/2013
OFF_PA10004971,Office Supplies,Paper,2/9/2013
OFF_SU10004261,Office Supplies,Supplies,2/9/2013
FUR_TA10002607,Furniture,Tables,5/27/2011
OFF_ST10001809,Office Supplies,Storage,5/27/2011
TEC_PH10000004,Technology,Phones,3/21/2013
OFF_BI10003638,Office Supplies,Binders,3/10/2014
FUR_FU10003577,Furniture,Furnishings,3/10/2014
OFF_AR10003478,Office Supplies,Art,3/10/2014
OFF_BI10000546,Office Supplies,Binders,3/10/2014
TEC_CO10002095,Technology,Copiers,8/4/2013
FUR_FU10002759,Furniture,Furnishings,7/12/2012
FUR_TA10001095,Furniture,Tables,9/19/2013
OFF_ST10002444,Office Supplies,Storage,12/29/2011
TEC_AC10001267,Technology,Accessories,12/29/2011
OFF_BI10000848,Office Supplies,Binders,7/24/2014
OFF_PA10002377,Office Supplies,Paper,9/19/2014
OFF_PA10003441,Office Supplies,Paper,5/9/2012
OFF_LA10004484,Office Supplies,Labels,4/11/2014
TEC_PH10003931,Technology,Phones,2/13/2012
OFF_EN10001990,Office Supplies,Envelopes,1/14/2011
OFF_EN10001532,Office Supplies,Envelopes,1/14/2011
TEC_AC10003174,Technology,Accessories,1/14/2011
OFF_BI10004187,Office Supplies,Binders,1/14/2011
OFF_ST10000025,Office Supplies,Storage,1/14/2011
FUR_FU10004306,Furniture,Furnishings,5/14/2011
FUR_CH10003746,Furniture,Chairs,5/20/2013
OFF_BI10001036,Office Supplies,Binders,1/31/2014
TEC_PH10004614,Technology,Phones,1/31/2014
OFF_BI10000301,Office Supplies,Binders,1/31/2014
OFF_BI10003910,Office Supplies,Binders,1/31/2014
OFF_AR10004648,Office Supplies,Art,1/31/2014
FUR_FU10002597,Furniture,Furnishings,1/31/2014
OFF_AR10003405,Office Supplies,Art,6/7/2011
FUR_CH10002335,Furniture,Chairs,8/21/2012
OFF_PA10000157,Office Supplies,Paper,8/21/2012
OFF_PA10001947,Office Supplies,Paper,8/21/2012
OFF_PA10003657,Office Supplies,Paper,8/21/2012
OFF_BI10001098,Office Supplies,Binders,3/10/2012
TEC_AC10002167,Technology,Accessories,3/10/2012
FUR_BO10004409,Furniture,Bookcases,3/10/2012
TEC_AC10000057,Technology,Accessories,3/10/2012
OFF_EN10000056,Office Supplies,Envelopes,5/23/2012
OFF_BI10000014,Office Supplies,Binders,3/18/2014
FUR_CH10004675,Furniture,Chairs,12/12/2012
OFF_BI10001543,Office Supplies,Binders,6/26/2012
OFF_ST10001321,Office Supplies,Storage,6/26/2012
OFF_BI10001132,Office Supplies,Binders,6/26/2012
FUR_CH10003199,Furniture,Chairs,6/26/2012
TEC_PH10001530,Technology,Phones,5/21/2013
OFF_LA10001569,Office Supplies,Labels,9/20/2011
OFF_PA10003724,Office Supplies,Paper,9/20/2011
OFF_BI10000546,Office Supplies,Binders,9/22/2014
OFF_PA10000176,Office Supplies,Paper,12/24/2012
OFF_PA10002365,Office Supplies,Paper,12/24/2012
OFF_LA10002271,Office Supplies,Labels,12/24/2012
FUR_CH10002647,Furniture,Chairs,3/12/2012
FUR_FU10004090,Furniture,Furnishings,2/21/2014
TEC_PH10001580,Technology,Phones,2/21/2014
OFF_AP10000576,Office Supplies,Appliances,8/19/2013
OFF_PA10003953,Office Supplies,Paper,3/13/2013
FUR_FU10000794,Furniture,Furnishings,4/23/2014
OFF_AR10001897,Office Supplies,Art,1/11/2011
TEC_PH10001795,Technology,Phones,1/11/2011
FUR_FU10003347,Furniture,Furnishings,3/2/2012
TEC_AC10004901,Technology,Accessories,3/2/2012
OFF_AR10003190,Office Supplies,Art,10/13/2011
FUR_TA10002903,Furniture,Tables,10/13/2011
OFF_AP10000240,Office Supplies,Appliances,10/13/2011
TEC_AC10001101,Technology,Accessories,10/13/2011
FUR_FU10000794,Furniture,Furnishings,5/15/2014
TEC_AC10001838,Technology,Accessories,5/15/2014
OFF_PA10000061,Office Supplies,Paper,3/20/2012
OFF_PA10003651,Office Supplies,Paper,9/16/2013
OFF_PA10000304,Office Supplies,Paper,2/7/2011
OFF_BI10003094,Office Supplies,Binders,2/7/2011
FUR_CH10001394,Furniture,Chairs,2/7/2011
OFF_BI10004230,Office Supplies,Binders,2/7/2011
OFF_PA10003395,Office Supplies,Paper,2/7/2011
TEC_AC10002402,Technology,Accessories,6/21/2014
OFF_LA10003223,Office Supplies,Labels,6/21/2014
TEC_AC10003441,Technology,Accessories,5/15/2011
TEC_AC10000109,Technology,Accessories,5/15/2011
OFF_FA10002280,Office Supplies,Fasteners,8/22/2014
OFF_SU10000381,Office Supplies,Supplies,8/22/2014
OFF_EN10004459,Office Supplies,Envelopes,8/22/2014
FUR_CH10000665,Furniture,Chairs,6/17/2014
OFF_AP10003884,Office Supplies,Appliances,6/17/2014
TEC_PH10001557,Technology,Phones,6/17/2014
TEC_PH10002085,Technology,Phones,6/17/2014
OFF_AR10002956,Office Supplies,Art,7/24/2013
OFF_AP10003266,Office Supplies,Appliances,7/24/2013
TEC_MA10004002,Technology,Machines,7/24/2013
OFF_BI10001071,Office Supplies,Binders,8/9/2011
OFF_PA10001560,Office Supplies,Paper,5/11/2014
TEC_PH10002365,Technology,Phones,3/13/2013
OFF_AR10004648,Office Supplies,Art,11/20/2012
OFF_AR10002578,Office Supplies,Art,11/20/2012
FUR_BO10001519,Furniture,Bookcases,11/20/2012
OFF_BI10001294,Office Supplies,Binders,8/11/2013
OFF_BI10001636,Office Supplies,Binders,8/11/2013
OFF_SU10002503,Office Supplies,Supplies,8/11/2013
OFF_LA10004093,Office Supplies,Labels,8/11/2013
TEC_PH10001552,Technology,Phones,10/13/2012
FUR_CH10001891,Furniture,Chairs,10/13/2012
FUR_FU10003878,Furniture,Furnishings,2/1/2014
TEC_AC10000710,Technology,Accessories,2/13/2011
OFF_AR10002335,Office Supplies,Art,6/21/2013
OFF_PA10001870,Office Supplies,Paper,6/21/2013
OFF_AR10003373,Office Supplies,Art,5/6/2013
FUR_FU10004090,Furniture,Furnishings,2/19/2013
OFF_ST10000736,Office Supplies,Storage,2/19/2013
OFF_PA10001019,Office Supplies,Paper,3/8/2011
OFF_SU10002537,Office Supplies,Supplies,3/8/2011
OFF_ST10003221,Office Supplies,Storage,3/8/2011
OFF_PA10004569,Office Supplies,Paper,4/16/2014
OFF_FA10000624,Office Supplies,Fasteners,4/16/2014
OFF_SU10001225,Office Supplies,Supplies,6/16/2011
OFF_AR10003752,Office Supplies,Art,6/16/2011
TEC_AC10001714,Technology,Accessories,5/1/2013
OFF_AR10003958,Office Supplies,Art,5/1/2013
TEC_PH10002923,Technology,Phones,5/1/2013
OFF_LA10004272,Office Supplies,Labels,1/16/2011
FUR_FU10000965,Furniture,Furnishings,1/16/2011
OFF_LA10004853,Office Supplies,Labels,3/10/2013
OFF_BI10003719,Office Supplies,Binders,6/4/2011
OFF_BI10000545,Office Supplies,Binders,4/9/2013
TEC_PH10002496,Technology,Phones,4/9/2013
OFF_PA10003591,Office Supplies,Paper,10/19/2012
OFF_PA10004470,Office Supplies,Paper,10/12/2011
OFF_BI10000315,Office Supplies,Binders,10/12/2011
OFF_PA10001790,Office Supplies,Paper,8/26/2014
FUR_FU10004017,Furniture,Furnishings,1/17/2013
TEC_AC10003628,Technology,Accessories,1/17/2013
TEC_AC10002049,Technology,Accessories,1/17/2013
OFF_BI10003712,Office Supplies,Binders,9/17/2011
OFF_BI10003984,Office Supplies,Binders,1/12/2014
FUR_CH10004287,Furniture,Chairs,1/12/2014
OFF_ST10001321,Office Supplies,Storage,9/10/2012
OFF_AR10001118,Office Supplies,Art,12/24/2014
FUR_FU10000732,Furniture,Furnishings,10/23/2013
FUR_FU10001424,Furniture,Furnishings,4/5/2011
OFF_BI10002071,Office Supplies,Binders,4/25/2012
OFF_ST10002486,Office Supplies,Storage,3/7/2014
OFF_BI10001078,Office Supplies,Binders,10/15/2014
OFF_PA10003845,Office Supplies,Paper,9/12/2011
TEC_AC10000927,Technology,Accessories,6/21/2014
OFF_BI10001098,Office Supplies,Binders,6/21/2014
OFF_PA10001622,Office Supplies,Paper,6/27/2014
OFF_AR10003158,Office Supplies,Art,6/27/2014
TEC_PH10002660,Technology,Phones,6/27/2014
OFF_ST10002205,Office Supplies,Storage,11/11/2013
OFF_BI10003364,Office Supplies,Binders,11/11/2013
OFF_EN10001099,Office Supplies,Envelopes,4/10/2013
OFF_LA10003923,Office Supplies,Labels,9/9/2011
OFF_PA10002250,Office Supplies,Paper,1/11/2014
OFF_BI10004716,Office Supplies,Binders,4/13/2013
OFF_LA10001045,Office Supplies,Labels,11/14/2014
OFF_BI10001510,Office Supplies,Binders,11/14/2014
TEC_PH10004536,Technology,Phones,9/16/2014
OFF_PA10002947,Office Supplies,Paper,4/13/2013
OFF_ST10002583,Office Supplies,Storage,4/13/2013
OFF_PA10000019,Office Supplies,Paper,4/13/2013
FUR_BO10003441,Furniture,Bookcases,12/31/2014
TEC_PH10004774,Technology,Phones,12/31/2014
OFF_BI10003684,Office Supplies,Binders,12/31/2014
TEC_PH10001494,Technology,Phones,3/9/2014
TEC_AC10004666,Technology,Accessories,3/9/2014
OFF_ST10003816,Office Supplies,Storage,3/9/2014
FUR_FU10001935,Furniture,Furnishings,5/31/2012
FUR_FU10004091,Furniture,Furnishings,11/28/2014
TEC_AC10001772,Technology,Accessories,11/28/2014
FUR_TA10001520,Furniture,Tables,6/15/2011
FUR_CH10003379,Furniture,Chairs,6/15/2011
OFF_BI10002706,Office Supplies,Binders,6/15/2011
OFF_EN10000056,Office Supplies,Envelopes,6/3/2013
OFF_ST10001558,Office Supplies,Storage,6/3/2013
OFF_ST10002444,Office Supplies,Storage,5/12/2011
TEC_AC10002473,Technology,Accessories,4/15/2012
TEC_PH10004531,Technology,Phones,4/15/2012
OFF_AP10004487,Office Supplies,Appliances,4/15/2012
OFF_BI10003650,Office Supplies,Binders,9/16/2013
OFF_PA10003543,Office Supplies,Paper,9/13/2011
TEC_AC10004353,Technology,Accessories,9/13/2011
OFF_AR10000658,Office Supplies,Art,5/10/2012
OFF_AP10000696,Office Supplies,Appliances,5/10/2012
OFF_AR10003560,Office Supplies,Art,4/15/2014
OFF_AR10001468,Office Supplies,Art,4/15/2014
OFF_PA10004971,Office Supplies,Paper,4/15/2014
OFF_PA10002195,Office Supplies,Paper,3/9/2014
OFF_PA10001745,Office Supplies,Paper,6/21/2013
OFF_BI10004826,Office Supplies,Binders,6/21/2013
OFF_PA10001870,Office Supplies,Paper,6/21/2013
